Row,Anon Student Id,Problem Name,Correct First Attempt,KC(Default)
1584684,j14Du,RATIONAL1-298,1,Plot whole number
1584686,j14Du,RATIONAL1-032,0,Plot imperfect radical
1584687,j14Du,RATIONAL1-159,0,Plot decimal - thousandths
1586625,kN54U,RATIO2-001,1,Calculate unit rate
1586635,kN54U,RATIO2-001,0,Calculate unit rate
1586648,kN54U,RATIO2-045,1,Calculate unit rate
1586651,kN54U,RATIO2-045,0,Calculate unit rate
1586661,kN54U,RATIO2-111,1,Calculate unit rate
1586667,kN54U,RATIO2-111,1,Calculate unit rate
1586680,kN54U,RATIO2-173,1,Calculate unit rate
1586685,kN54U,RATIO2-173,0,Calculate unit rate
1586695,kN54U,RATIO2-024,1,Calculate unit rate
1586701,kN54U,RATIO2-024,1,Calculate unit rate
1586715,kN54U,RATIO3-001,0,Calculate part in proportion with fractions
1586729,kN54U,RATIO3-051,0,Calculate part in proportion with fractions
1586741,kN54U,RATIO3-069,0,Calculate part in proportion with fractions
1586754,kN54U,RATIO3-154,1,Calculate total in proportion with fractions
1586767,kN54U,RATIO3-109,0,Calculate total in proportion with fractions
1586780,kN54U,RATIO3-178,0,Calculate total in proportion with fractions
1586782,kN54U,RATIO3-178,0,Calculate total in proportion with fractions
1586794,kN54U,RATIO3-063,1,Calculate part in proportion with fractions
1586807,kN54U,RATIO3-171,1,Calculate total in proportion with fractions
1586820,kN54U,RATIO3-188,0,Calculate part in proportion with fractions
1586833,kN54U,RATIO3-137,1,Calculate part in proportion with fractions
1586846,kN54U,RATIO3-074,0,Calculate total in proportion with fractions
1588012,kN54U,RATIONAL1-256,0,Plot imperfect radical
1588018,kN54U,RATIONAL1-043,0,Plot terminating proper fraction
1588020,kN54U,RATIONAL1-003,1,Plot terminating proper fraction
1588026,kN54U,RATIONAL1-002,1,Plot whole number
1588029,kN54U,RATIONAL1-300,1,Plot whole number
1588031,kN54U,RATIONAL1-273,0,Plot imperfect radical
1588034,kN54U,RATIONAL1-118,1,Plot non-terminating improper fraction
1588036,kN54U,RATIONAL1-207,1,Plot pi
1588040,kN54U,RATIONAL1-124,1,Plot decimal - thousandths
1588046,kN54U,RATIONAL1-148,1,Plot terminating proper fraction
1588056,kN54U,RATIONAL1-054,0,Plot imperfect radical
1588060,kN54U,RATIONAL1-193,0,Plot imperfect radical
1588061,kN54U,RATIONAL1-160,0,Plot non-terminating improper fraction
1588062,kN54U,RATIONAL1-123,1,Plot non-terminating improper fraction
1588068,kN54U,RATIONAL1-279,1,Plot imperfect radical
1592274,hpN7z,RATIO2-001,1,Calculate unit rate
1592285,hpN7z,RATIO2-001,0,Calculate unit rate
1592292,hpN7z,RATIO2-096,1,Calculate unit rate
1592303,hpN7z,RATIO2-096,0,Calculate unit rate
1592310,hpN7z,RATIO2-154,1,Calculate unit rate
1592319,hpN7z,RATIO2-154,1,Calculate unit rate
1592327,hpN7z,RATIO2-033,1,Calculate unit rate
1592335,hpN7z,RATIO2-033,1,Calculate unit rate
1592350,hpN7z,RATIO3-001,1,Calculate part in proportion with fractions
1592359,hpN7z,RATIO3-022,1,Calculate total in proportion with fractions
1592375,hpN7z,RATIO3-058,1,Calculate total in proportion with fractions
1592384,hpN7z,RATIO3-172,0,Calculate part in proportion with fractions
1592400,hpN7z,RATIO3-149,1,Calculate part in proportion with fractions
1592412,hpN7z,RATIO3-040,1,Calculate part in proportion with fractions
1592421,hpN7z,RATIO3-197,0,Calculate total in proportion with fractions
1592437,hpN7z,RATIO3-199,1,Calculate total in proportion with fractions
1592446,hpN7z,RATIO3-115,1,Calculate part in proportion with fractions
1592458,hpN7z,RATIO3-066,1,Calculate total in proportion with fractions
1592470,hpN7z,RATIO3-094,1,Calculate part in proportion with fractions
1592482,hpN7z,RATIO3-112,1,Calculate part in proportion with fractions
1592498,hpN7z,RATIO3-148,1,Calculate total in proportion with fractions
1592511,hpN7z,RATIO3-161,1,Calculate part in proportion with fractions
1593191,hpN7z,RATIONAL1-144,1,Plot whole number
1593192,hpN7z,RATIONAL1-134,1,Plot terminating proper fraction
1593207,hpN7z,RATIONAL1-196,1,Plot decimal - thousandths
1593210,hpN7z,RATIONAL1-299,1,Plot whole number
1593215,hpN7z,RATIONAL1-284,0,Plot pi
1593219,hpN7z,RATIONAL1-287,0,Plot non-terminating improper fraction
1593221,hpN7z,RATIONAL1-041,0,Plot imperfect radical
1593223,hpN7z,RATIONAL1-114,0,Plot terminating proper fraction
1593226,hpN7z,RATIONAL1-248,0,Plot terminating proper fraction
1593235,hpN7z,RATIONAL1-117,0,Plot non-terminating improper fraction
1593237,hpN7z,RATIONAL1-137,0,Plot imperfect radical
1593240,hpN7z,RATIONAL1-003,1,Plot terminating proper fraction
1593247,hpN7z,RATIONAL1-293,0,Plot non-terminating improper fraction
1593249,hpN7z,RATIONAL1-090,0,Plot imperfect radical
1593252,hpN7z,RATIONAL1-045,1,Plot pi
1593261,hpN7z,RATIONAL1-101,0,Plot non-terminating improper fraction
1593263,hpN7z,RATIONAL1-138,0,Plot imperfect radical
1594815,xFjwn,RATIONAL1-014,0,Plot non-terminating improper fraction
1594817,xFjwn,RATIONAL1-151,1,Plot terminating proper fraction
1594820,xFjwn,RATIONAL1-160,0,Plot non-terminating improper fraction
1594825,xFjwn,RATIONAL1-300,1,Plot whole number
1594826,xFjwn,RATIONAL1-159,1,Plot decimal - thousandths
1594828,xFjwn,RATIONAL1-059,0,Plot imperfect radical
1594833,xFjwn,RATIONAL1-229,1,Plot imperfect radical
1594835,xFjwn,RATIONAL1-045,0,Plot pi
1594836,xFjwn,RATIONAL1-253,1,Plot terminating proper fraction
1594837,xFjwn,RATIONAL1-247,1,Plot whole number
1594840,xFjwn,RATIONAL1-100,1,Plot non-terminating improper fraction
1594845,xFjwn,RATIONAL1-284,0,Plot pi
1594859,xFjwn,RATIONAL1-272,1,Plot terminating proper fraction
1594860,xFjwn,RATIONAL1-122,1,Plot pi
1594871,xFjwn,RATIONAL1-138,0,Plot imperfect radical
1594875,xFjwn,RATIONAL1-255,0,Plot imperfect radical
1597029,Gb6X0,RATIO2-001,1,Calculate unit rate
1597035,Gb6X0,RATIO2-001,0,Calculate unit rate
1597044,Gb6X0,RATIO2-179,0,Calculate unit rate
1597053,Gb6X0,RATIO2-179,0,Calculate unit rate
1597060,Gb6X0,RATIO2-136,1,Calculate unit rate
1597070,Gb6X0,RATIO2-136,1,Calculate unit rate
1597080,Gb6X0,RATIO2-167,0,Calculate unit rate
1597086,Gb6X0,RATIO2-167,1,Calculate unit rate
1597097,Gb6X0,RATIO2-111,1,Calculate unit rate
1597103,Gb6X0,RATIO2-111,1,Calculate unit rate
1597117,Gb6X0,RATIO3-001,0,Calculate part in proportion with fractions
1597130,Gb6X0,RATIO3-118,0,Calculate part in proportion with fractions
1597143,Gb6X0,RATIO3-191,1,Calculate total in proportion with fractions
1597155,Gb6X0,RATIO3-156,1,Calculate part in proportion with fractions
1597168,Gb6X0,RATIO3-068,1,Calculate total in proportion with fractions
1597181,Gb6X0,RATIO3-139,1,Calculate total in proportion with fractions
1597193,Gb6X0,RATIO3-033,1,Calculate part in proportion with fractions
1597206,Gb6X0,RATIO3-134,1,Calculate part in proportion with fractions
1597218,Gb6X0,RATIO3-054,1,Calculate total in proportion with fractions
1597230,Gb6X0,RATIO3-075,1,Calculate total in proportion with fractions
1597243,Gb6X0,RATIO3-161,1,Calculate part in proportion with fractions
1597255,Gb6X0,RATIO3-142,1,Calculate total in proportion with fractions
1597267,Gb6X0,RATIO3-088,1,Calculate part in proportion with fractions
1597279,Gb6X0,RATIO3-200,1,Calculate part in proportion with fractions
1597291,Gb6X0,RATIO3-117,1,Calculate total in proportion with fractions
1597303,Gb6X0,RATIO3-165,1,Calculate part in proportion with fractions
1598127,Gb6X0,RATIONAL1-253,0,Plot terminating proper fraction
1598129,Gb6X0,RATIONAL1-181,0,Plot terminating proper fraction
1598130,Gb6X0,RATIONAL1-186,0,Plot terminating proper fraction
1598141,Gb6X0,RATIONAL1-100,0,Plot non-terminating improper fraction
1598143,Gb6X0,RATIONAL1-055,0,Plot whole number
1598145,Gb6X0,RATIONAL1-298,1,Plot whole number
1598147,Gb6X0,RATIONAL1-213,0,Plot terminating proper fraction
1598153,Gb6X0,RATIONAL1-014,0,Plot non-terminating improper fraction
1598155,Gb6X0,RATIONAL1-032,0,Plot imperfect radical
1598156,Gb6X0,RATIONAL1-254,1,Plot pi
1598157,Gb6X0,RATIONAL1-184,1,Plot imperfect radical
1598161,Gb6X0,RATIONAL1-132,0,Plot decimal - thousandths
1598163,Gb6X0,RATIONAL1-072,1,Plot terminating proper fraction
1598187,Gb6X0,RATIONAL1-123,0,Plot non-terminating improper fraction
1600000,k0v2K,RATIO2-001,1,Calculate unit rate
1600010,k0v2K,RATIO2-001,0,Calculate unit rate
1600018,k0v2K,RATIO2-095,0,Calculate unit rate
1600027,k0v2K,RATIO2-095,0,Calculate unit rate
1600035,k0v2K,RATIO2-196,1,Calculate unit rate
1600043,k0v2K,RATIO2-196,0,Calculate unit rate
1600052,k0v2K,RATIO2-187,1,Calculate unit rate
1600060,k0v2K,RATIO2-187,1,Calculate unit rate
1600075,k0v2K,RATIO3-001,1,Calculate part in proportion with fractions
1600088,k0v2K,RATIO3-130,1,Calculate total in proportion with fractions
1600101,k0v2K,RATIO3-103,1,Calculate part in proportion with fractions
1600113,k0v2K,RATIO3-109,1,Calculate total in proportion with fractions
1600126,k0v2K,RATIO3-112,1,Calculate part in proportion with fractions
1600138,k0v2K,RATIO3-007,1,Calculate part in proportion with fractions
1600150,k0v2K,RATIO3-167,1,Calculate total in proportion with fractions
1600162,k0v2K,RATIO3-072,0,Calculate part in proportion with fractions
1600174,k0v2K,RATIO3-043,1,Calculate total in proportion with fractions
1600186,k0v2K,RATIO3-053,1,Calculate total in proportion with fractions
1600198,k0v2K,RATIO3-017,1,Calculate part in proportion with fractions
1600210,k0v2K,RATIO3-110,1,Calculate part in proportion with fractions
1600222,k0v2K,RATIO3-129,1,Calculate part in proportion with fractions
1600234,k0v2K,RATIO3-154,1,Calculate total in proportion with fractions
1600246,k0v2K,RATIO3-160,1,Calculate total in proportion with fractions
1600258,k0v2K,RATIO3-036,1,Calculate part in proportion with fractions
1601088,k0v2K,RATIONAL1-132,1,Plot decimal - thousandths
1601093,k0v2K,RATIONAL1-134,0,Plot terminating proper fraction
1601101,k0v2K,RATIONAL1-155,0,Plot terminating proper fraction
1601105,k0v2K,RATIONAL1-100,0,Plot non-terminating improper fraction
1601107,k0v2K,RATIONAL1-193,0,Plot imperfect radical
1601113,k0v2K,RATIONAL1-298,0,Plot whole number
1601116,k0v2K,RATIONAL1-002,1,Plot whole number
1601118,k0v2K,RATIONAL1-213,0,Plot terminating proper fraction
1601127,k0v2K,RATIONAL1-283,0,Plot non-terminating improper fraction
1601129,k0v2K,RATIONAL1-212,0,Plot imperfect radical
1601133,k0v2K,RATIONAL1-237,0,Plot pi
1601136,k0v2K,RATIONAL1-181,0,Plot terminating proper fraction
1601139,k0v2K,RATIONAL1-096,0,Plot imperfect radical
1601141,k0v2K,RATIONAL1-200,0,Plot imperfect radical
1601143,k0v2K,RATIONAL1-062,0,Plot terminating proper fraction
1601149,k0v2K,RATIONAL1-221,0,Plot non-terminating improper fraction
1601150,k0v2K,RATIONAL1-143,0,Plot terminating proper fraction
1601154,k0v2K,RATIONAL1-186,1,Plot terminating proper fraction
1633203,171FrTcd,RATIO2-001,1,Calculate unit rate
1633213,171FrTcd,RATIO2-001,0,Calculate unit rate
1633221,171FrTcd,RATIO2-059,0,Calculate unit rate
1633229,171FrTcd,RATIO2-059,1,Calculate unit rate
1633238,171FrTcd,RATIO2-173,1,Calculate unit rate
1633246,171FrTcd,RATIO2-173,1,Calculate unit rate
1633254,171FrTcd,RATIO2-031,1,Calculate unit rate
1633262,171FrTcd,RATIO2-031,1,Calculate unit rate
1633271,171FrTcd,RATIO2-118,1,Calculate unit rate
1633279,171FrTcd,RATIO2-118,0,Calculate unit rate
1633295,171FrTcd,RATIO3-001,0,Calculate part in proportion with fractions
1633304,171FrTcd,RATIO3-089,0,Calculate part in proportion with fractions
1633316,171FrTcd,RATIO3-065,1,Calculate total in proportion with fractions
1648399,1713mi9j,RATIO2-001,0,Calculate unit rate
1648409,1713mi9j,RATIO2-001,0,Calculate unit rate
1648418,1713mi9j,RATIO2-158,0,Calculate unit rate
1648427,1713mi9j,RATIO2-158,0,Calculate unit rate
1648436,1713mi9j,RATIO2-139,0,Calculate unit rate
1648445,1713mi9j,RATIO2-139,0,Calculate unit rate
1648454,1713mi9j,RATIO2-050,0,Calculate unit rate
1648463,1713mi9j,RATIO2-050,0,Calculate unit rate
1648474,1713mi9j,RATIO2-034,0,Calculate unit rate
1648481,1713mi9j,RATIO2-034,0,Calculate unit rate
1648490,1713mi9j,RATIO2-140,0,Calculate unit rate
1648498,1713mi9j,RATIO2-140,0,Calculate unit rate
1648506,1713mi9j,RATIO2-068,1,Calculate unit rate
1648514,1713mi9j,RATIO2-068,1,Calculate unit rate
1648533,1713mi9j,RATIO2-192,0,Calculate unit rate
1648534,1713mi9j,RATIO2-192,0,Calculate unit rate
1648545,1713mi9j,RATIO2-192,1,Calculate unit rate
1648556,1713mi9j,RATIO2-083,1,Calculate unit rate
1648563,1713mi9j,RATIO2-083,0,Calculate unit rate
1648577,1713mi9j,RATIO3-001,0,Calculate part in proportion with fractions
1648591,1713mi9j,RATIO3-111,0,Calculate part in proportion with fractions
1648604,1713mi9j,RATIO3-161,0,Calculate part in proportion with fractions
1648617,1713mi9j,RATIO3-124,0,Calculate part in proportion with fractions
1648630,1713mi9j,RATIO3-020,0,Calculate total in proportion with fractions
1648643,1713mi9j,RATIO3-130,1,Calculate total in proportion with fractions
1648656,1713mi9j,RATIO3-167,1,Calculate total in proportion with fractions
1648669,1713mi9j,RATIO3-004,0,Calculate part in proportion with fractions
1660187,171017OL,RATIO2-001,1,Calculate unit rate
1660197,171017OL,RATIO2-001,0,Calculate unit rate
1660205,171017OL,RATIO2-188,1,Calculate unit rate
1660212,171017OL,RATIO2-188,1,Calculate unit rate
1660221,171017OL,RATIO2-035,1,Calculate unit rate
1660229,171017OL,RATIO2-035,1,Calculate unit rate
1660239,171017OL,RATIO3-001,1,Calculate part in proportion with fractions
1660252,171017OL,RATIO3-175,1,Calculate total in proportion with fractions
1660264,171017OL,RATIO3-156,1,Calculate part in proportion with fractions
1660276,171017OL,RATIO3-186,1,Calculate part in proportion with fractions
1660288,171017OL,RATIO3-075,1,Calculate total in proportion with fractions
1660304,171017OL,RATIO3-196,1,Calculate total in proportion with fractions
1660312,171017OL,RATIO3-080,0,Calculate part in proportion with fractions
1660325,171017OL,RATIO3-194,1,Calculate total in proportion with fractions
1660337,171017OL,RATIO3-069,1,Calculate part in proportion with fractions
1660349,171017OL,RATIO3-200,1,Calculate part in proportion with fractions
1660361,171017OL,RATIO3-164,1,Calculate total in proportion with fractions
1663693,171E3Ky1,RATIO2-001,1,Calculate unit rate
1663696,171E3Ky1,RATIO2-001,0,Calculate unit rate
1663711,171E3Ky1,RATIO2-074,0,Calculate unit rate
1663715,171E3Ky1,RATIO2-074,1,Calculate unit rate
1663729,171E3Ky1,RATIO2-200,1,Calculate unit rate
1663730,171E3Ky1,RATIO2-200,1,Calculate unit rate
1663746,171E3Ky1,RATIO2-159,1,Calculate unit rate
1663749,171E3Ky1,RATIO2-159,1,Calculate unit rate
1663757,171E3Ky1,RATIO2-044,1,Calculate unit rate
1663765,171E3Ky1,RATIO2-044,0,Calculate unit rate
1663779,171E3Ky1,RATIO3-001,1,Calculate part in proportion with fractions
1663792,171E3Ky1,RATIO3-127,0,Calculate total in proportion with fractions
1663805,171E3Ky1,RATIO3-130,0,Calculate total in proportion with fractions
1663818,171E3Ky1,RATIO3-031,0,Calculate total in proportion with fractions
1672965,171WqQfl,RATIO2-001,1,Calculate unit rate
1672976,171WqQfl,RATIO2-001,0,Calculate unit rate
1672986,171WqQfl,RATIO2-168,0,Calculate unit rate
1672992,171WqQfl,RATIO2-168,1,Calculate unit rate
1673003,171WqQfl,RATIO2-103,0,Calculate unit rate
1673009,171WqQfl,RATIO2-103,0,Calculate unit rate
1673020,171WqQfl,RATIO2-175,0,Calculate unit rate
1673027,171WqQfl,RATIO2-175,1,Calculate unit rate
1673036,171WqQfl,RATIO2-010,1,Calculate unit rate
1673047,171WqQfl,RATIO2-010,0,Calculate unit rate
1673054,171WqQfl,RATIO2-118,1,Calculate unit rate
1673063,171WqQfl,RATIO2-118,0,Calculate unit rate
1673072,171WqQfl,RATIO2-019,1,Calculate unit rate
1673081,171WqQfl,RATIO2-019,0,Calculate unit rate
1673090,171WqQfl,RATIO2-047,1,Calculate unit rate
1673098,171WqQfl,RATIO2-047,1,Calculate unit rate
1673113,171WqQfl,RATIO3-001,1,Calculate part in proportion with fractions
1673125,171WqQfl,RATIO3-138,1,Calculate total in proportion with fractions
1673137,171WqQfl,RATIO3-058,1,Calculate total in proportion with fractions
1673149,171WqQfl,RATIO3-029,1,Calculate part in proportion with fractions
1673161,171WqQfl,RATIO3-150,1,Calculate part in proportion with fractions
1673173,171WqQfl,RATIO3-060,1,Calculate total in proportion with fractions
1673185,171WqQfl,RATIO3-166,1,Calculate total in proportion with fractions
1673195,171WqQfl,RATIO3-011,1,Calculate part in proportion with fractions
1673209,171WqQfl,RATIO3-169,1,Calculate part in proportion with fractions
1679912,171N6L94,RATIO2-001,1,Calculate unit rate
1679922,171N6L94,RATIO2-001,0,Calculate unit rate
1683091,171qqhFU,RATIO2-001,1,Calculate unit rate
1683101,171qqhFU,RATIO2-001,0,Calculate unit rate
1683112,171qqhFU,RATIO2-084,0,Calculate unit rate
1683116,171qqhFU,RATIO2-084,1,Calculate unit rate
1683125,171qqhFU,RATIO2-153,1,Calculate unit rate
1683133,171qqhFU,RATIO2-153,1,Calculate unit rate
1690381,TPZxr,RATIO2-001,1,Calculate unit rate
1690392,TPZxr,RATIO2-001,0,Calculate unit rate
1690399,TPZxr,RATIO2-032,0,Calculate unit rate
1690407,TPZxr,RATIO2-032,1,Calculate unit rate
1690416,TPZxr,RATIO2-121,1,Calculate unit rate
1690424,TPZxr,RATIO2-121,1,Calculate unit rate
1690433,TPZxr,RATIO2-126,1,Calculate unit rate
1690441,TPZxr,RATIO2-126,1,Calculate unit rate
1690450,TPZxr,RATIO2-088,1,Calculate unit rate
1690458,TPZxr,RATIO2-088,1,Calculate unit rate
1690473,TPZxr,RATIO3-001,1,Calculate part in proportion with fractions
1690486,TPZxr,RATIO3-028,1,Calculate total in proportion with fractions
1690499,TPZxr,RATIO3-106,1,Calculate total in proportion with fractions
1690512,TPZxr,RATIO3-009,0,Calculate part in proportion with fractions
1690525,TPZxr,RATIO3-084,1,Calculate part in proportion with fractions
1690537,TPZxr,RATIO3-125,1,Calculate part in proportion with fractions
1690549,TPZxr,RATIO3-199,1,Calculate total in proportion with fractions
1690562,TPZxr,RATIO3-025,0,Calculate part in proportion with fractions
1690575,TPZxr,RATIO3-037,1,Calculate total in proportion with fractions
1690587,TPZxr,RATIO3-166,1,Calculate total in proportion with fractions
1690600,TPZxr,RATIO3-004,1,Calculate part in proportion with fractions
1690612,TPZxr,RATIO3-154,1,Calculate total in proportion with fractions
1690625,TPZxr,RATIO3-188,0,Calculate part in proportion with fractions
1690637,TPZxr,RATIO3-128,1,Calculate part in proportion with fractions
1690650,TPZxr,RATIO3-127,1,Calculate total in proportion with fractions
1690663,TPZxr,RATIO3-131,1,Calculate part in proportion with fractions
1692749,TPZxr,RATIONAL1-043,0,Plot terminating proper fraction
1692750,TPZxr,RATIONAL1-272,0,Plot terminating proper fraction
1698222,171v4xV1,RATIONAL1-242,1,Plot pi
1698224,171v4xV1,RATIONAL1-244,0,Plot terminating proper fraction
1698225,171v4xV1,RATIONAL1-007,1,Plot non-terminating improper fraction
1698226,171v4xV1,RATIONAL1-180,0,Plot terminating proper fraction
1698235,171v4xV1,RATIONAL1-300,1,Plot whole number
1698236,171v4xV1,RATIONAL1-114,0,Plot terminating proper fraction
1698240,171v4xV1,RATIONAL1-220,0,Plot imperfect radical
1698243,171v4xV1,RATIONAL1-159,0,Plot decimal - thousandths
1698250,171v4xV1,RATIONAL1-153,1,Plot terminating proper fraction
1698254,171v4xV1,RATIONAL1-085,0,Plot imperfect radical
1698261,171v4xV1,RATIONAL1-123,1,Plot non-terminating improper fraction
1698263,171v4xV1,RATIONAL1-271,1,Plot whole number
1698266,171v4xV1,RATIONAL1-279,0,Plot imperfect radical
1698267,171v4xV1,RATIONAL1-164,0,Plot decimal - thousandths
1698268,171v4xV1,RATIONAL1-151,1,Plot terminating proper fraction
1698270,171v4xV1,RATIONAL1-138,0,Plot imperfect radical
1698275,171v4xV1,RATIONAL1-132,0,Plot decimal - thousandths
1698277,171v4xV1,RATIONAL1-032,0,Plot imperfect radical
1698281,171v4xV1,RATIONAL1-089,0,Plot imperfect radical
1699577,3U76g,RATIO2-001,1,Calculate unit rate
1699588,3U76g,RATIO2-001,0,Calculate unit rate
1699595,3U76g,RATIO2-015,0,Calculate unit rate
1699604,3U76g,RATIO2-015,1,Calculate unit rate
1699617,3U76g,RATIO2-085,0,Calculate unit rate
1699622,3U76g,RATIO2-085,1,Calculate unit rate
1699631,3U76g,RATIO2-022,1,Calculate unit rate
1699639,3U76g,RATIO2-022,1,Calculate unit rate
1710736,sFs7K,RATIONAL1-248,0,Plot terminating proper fraction
1710738,sFs7K,RATIONAL1-155,0,Plot terminating proper fraction
1710742,sFs7K,RATIONAL1-054,0,Plot imperfect radical
1710746,sFs7K,RATIONAL1-117,0,Plot non-terminating improper fraction
1710749,sFs7K,RATIONAL1-055,1,Plot whole number
1710753,sFs7K,RATIONAL1-178,0,Plot terminating proper fraction
1710755,sFs7K,RATIONAL1-096,0,Plot imperfect radical
1710758,sFs7K,RATIONAL1-123,1,Plot non-terminating improper fraction
1710759,sFs7K,RATIONAL1-143,1,Plot terminating proper fraction
1710763,sFs7K,RATIONAL1-083,0,Plot decimal - thousandths
1710765,sFs7K,RATIONAL1-122,0,Plot pi
1710769,sFs7K,RATIONAL1-299,1,Plot whole number
1710777,sFs7K,RATIONAL1-183,0,Plot imperfect radical
1710781,sFs7K,RATIONAL1-059,0,Plot imperfect radical
1710784,sFs7K,RATIONAL1-244,1,Plot terminating proper fraction
1710785,sFs7K,RATIONAL1-284,1,Plot pi
1710787,sFs7K,RATIONAL1-154,1,Plot decimal - thousandths
1710790,sFs7K,RATIONAL1-137,0,Plot imperfect radical
1710791,sFs7K,RATIONAL1-101,1,Plot non-terminating improper fraction
1710796,sFs7K,RATIONAL1-300,1,Plot whole number
1713205,uO9FY,RATIO2-001,0,Calculate unit rate
1713209,uO9FY,RATIO2-001,0,Calculate unit rate
1713219,uO9FY,RATIO2-191,0,Calculate unit rate
1713229,uO9FY,RATIO2-191,0,Calculate unit rate
1713243,uO9FY,RATIO2-065,0,Calculate unit rate
1713247,uO9FY,RATIO2-065,0,Calculate unit rate
1713254,uO9FY,RATIO2-171,1,Calculate unit rate
1713262,uO9FY,RATIO2-171,1,Calculate unit rate
1713271,uO9FY,RATIO2-046,0,Calculate unit rate
1713279,uO9FY,RATIO2-046,1,Calculate unit rate
1713293,uO9FY,RATIO2-031,1,Calculate unit rate
1713296,uO9FY,RATIO2-031,1,Calculate unit rate
1713311,uO9FY,RATIO3-001,1,Calculate part in proportion with fractions
1713321,uO9FY,RATIO3-114,0,Calculate total in proportion with fractions
1713336,uO9FY,RATIO3-028,0,Calculate total in proportion with fractions
1713349,uO9FY,RATIO3-071,0,Calculate total in proportion with fractions
1713361,uO9FY,RATIO3-173,1,Calculate part in proportion with fractions
1713374,uO9FY,RATIO3-047,1,Calculate part in proportion with fractions
1715324,uO9FY,RATIONAL1-190,1,Plot pi
1715325,uO9FY,RATIONAL1-144,1,Plot whole number
1715326,uO9FY,RATIONAL1-184,1,Plot imperfect radical
1715333,uO9FY,RATIONAL1-298,1,Plot whole number
1727516,2NX7d,RATIONAL1-134,0,Plot terminating proper fraction
1727517,2NX7d,RATIONAL1-153,1,Plot terminating proper fraction
1727522,2NX7d,RATIONAL1-055,1,Plot whole number
1727528,2NX7d,RATIONAL1-279,0,Plot imperfect radical
1727531,2NX7d,RATIONAL1-293,0,Plot non-terminating improper fraction
1727533,2NX7d,RATIONAL1-124,0,Plot decimal - thousandths
1727534,2NX7d,RATIONAL1-045,0,Plot pi
1727536,2NX7d,RATIONAL1-204,0,Plot terminating proper fraction
1727538,2NX7d,RATIONAL1-160,0,Plot non-terminating improper fraction
1727543,2NX7d,RATIONAL1-054,0,Plot imperfect radical
1727544,2NX7d,RATIONAL1-155,1,Plot terminating proper fraction
1727556,2NX7d,RATIONAL1-300,1,Plot whole number
1727561,2NX7d,RATIONAL1-101,0,Plot non-terminating improper fraction
1727563,2NX7d,RATIONAL1-273,0,Plot imperfect radical
1727568,2NX7d,RATIONAL1-184,0,Plot imperfect radical
1727569,2NX7d,RATIONAL1-117,1,Plot non-terminating improper fraction
1727572,2NX7d,RATIONAL1-144,1,Plot whole number
1727574,2NX7d,RATIONAL1-255,0,Plot imperfect radical
1727575,2NX7d,RATIONAL1-225,0,Plot decimal - thousandths
1727577,2NX7d,RATIONAL1-122,0,Plot pi
1727580,2NX7d,RATIONAL1-287,1,Plot non-terminating improper fraction
1733351,hZ1B6,RATIO2-001,1,Calculate unit rate
1733359,hZ1B6,RATIO2-001,0,Calculate unit rate
1733361,hZ1B6,RATIO2-001,1,Calculate unit rate
1733369,hZ1B6,RATIO2-151,1,Calculate unit rate
1733377,hZ1B6,RATIO2-151,1,Calculate unit rate
1733386,hZ1B6,RATIO2-030,1,Calculate unit rate
1733394,hZ1B6,RATIO2-030,1,Calculate unit rate
1733403,hZ1B6,RATIO2-158,1,Calculate unit rate
1733411,hZ1B6,RATIO2-158,1,Calculate unit rate
1733426,hZ1B6,RATIO3-001,1,Calculate part in proportion with fractions
1733439,hZ1B6,RATIO3-091,1,Calculate total in proportion with fractions
1733452,hZ1B6,RATIO3-168,0,Calculate part in proportion with fractions
1743983,v91Hn,RATIO2-001,1,Calculate unit rate
1743994,v91Hn,RATIO2-001,0,Calculate unit rate
1744002,v91Hn,RATIO2-076,1,Calculate unit rate
1744010,v91Hn,RATIO2-076,1,Calculate unit rate
1744019,v91Hn,RATIO2-194,0,Calculate unit rate
1744028,v91Hn,RATIO2-194,0,Calculate unit rate
1744037,v91Hn,RATIO2-030,0,Calculate unit rate
1744044,v91Hn,RATIO2-030,0,Calculate unit rate
1744052,v91Hn,RATIO2-151,1,Calculate unit rate
1744061,v91Hn,RATIO2-151,1,Calculate unit rate
1744070,v91Hn,RATIO2-017,0,Calculate unit rate
1744079,v91Hn,RATIO2-017,1,Calculate unit rate
1744092,v91Hn,RATIO3-001,1,Calculate part in proportion with fractions
1744104,v91Hn,RATIO3-008,1,Calculate total in proportion with fractions
1747639,171M1Dzf,RATIO2-001,1,Calculate unit rate
1747650,171M1Dzf,RATIO2-001,0,Calculate unit rate
1747658,171M1Dzf,RATIO2-030,0,Calculate unit rate
1747668,171M1Dzf,RATIO2-030,0,Calculate unit rate
1747676,171M1Dzf,RATIO2-152,1,Calculate unit rate
1747686,171M1Dzf,RATIO2-152,0,Calculate unit rate
1747694,171M1Dzf,RATIO2-130,1,Calculate unit rate
1747704,171M1Dzf,RATIO2-130,0,Calculate unit rate
1747713,171M1Dzf,RATIO2-060,0,Calculate unit rate
1747722,171M1Dzf,RATIO2-060,0,Calculate unit rate
1747730,171M1Dzf,RATIO2-162,1,Calculate unit rate
1747740,171M1Dzf,RATIO2-162,0,Calculate unit rate
1747749,171M1Dzf,RATIO2-042,0,Calculate unit rate
